,Column1,ID,Reference,Received,Confirmed,Farm,Field,Crop,EC  mS/cm,Phosphorus (Sap-ICP) ppm,Potassium (Sap-ICP) ppm,Calcium (Sap-ICP) ppm,Manganese (Sap-ICP) ppm,Zinc (Sap-ICP) ppm,Sulfur (Sap-ICP) ppm,Copper (Sap-ICP) ppm,Magnesium (Sap-ICP) ppm,Iron (Sap-ICP) ppm,Boron (Sap-ICP) ppm,Brix (Sap) %,pH (sap),Cl (sap) ppm,Sodium (Sap-ICP) ppm,Silicon (Sap-ICP) ppm,Aluminium (Sap-ICP) ppm,Cobalt (Sap-ICP) ppm,Molybdenum (Sap-ICP) ppm,N (sap) ppm,Total Sugars g/100g,NH4-N mg/kg,TN~ mg/kg
98,50,1916318,,2020-07-14T04:00:00,2020-07-15T04:30:21,Nutrien Ag - Blissfield ,Witts 1 Old,Capsicum,15.03,256,5748,29,2.2,-0.01,553,0.69,787,2.88,0.51,5.1,6.2,725,6.23,20.2,4.67,0.02,-0.01,277,0.08,205,2300
99,39,1920068,,2020-09-23T14:00:00,2020-09-26T05:19:03,Soil Basics,WOOLF - W15-2 Old,Pistachio,6.7,296,5730,19,11,37,224,4.51,1120,7.31,86,16.2,4.8,1660,119,7.98,3,0.05,1.21,29,2.05,12,3840
100,117,1926476,,2021-02-24T01:07:00,2021-02-27T01:18:37,Med Men,PLJK Old,Hemp,10.74,230,5720,1163,16,13,629,4,1012,17,10,6.5,6.8,1950,38,119,-0.01,-0.01,4.13,133,0.82,67.5,3120
101,52,1916320,,2020-07-14T04:00:00,2020-07-15T04:30:30,Nutrien Ag - Blissfield ,Witts 2 Old,Capsicum,14.58,264,5713,91,5.45,0.74,559,1.21,1110,4.42,0.55,5.2,6.2,500,6.32,14.5,4.65,0.02,-0.01,144,0.02,165,2530
102,95,1926301,,2021-02-18T05:17:00,2021-02-26T23:22:14,Strong Agronomy Management,Strawberry H8L1 Old,Hemp,11.49,65,5692,1331,24,23,960,11,489,10,8.7,4.1,7.3,3600,30,103,0.18,1.3,0.46,533,0.12,-0.25,2050
103,43,1916630,,2020-07-17T04:00:00,2020-07-18T01:00:13,Nutrien Ag - Attica,DRW Deyo Old,Capsicum,14.51,290,5681,67,18,13,676,31,951,3.74,1.78,5.6,6,2275,11,8.15,0.42,0.05,0.48,89,0.2,162.5,2650
104,48,1920246,,2020-10-01T01:46:00,2020-10-02T05:50:37,Jamie Eddy,#7 New,Hemp,10.2,91,5680,1710,20,19,978,2.41,1010,3.03,148,9.2,7.7,3025,20,124,0.11,5.3,5.19,1887,0.73,65,2310
105,11,1911575,,2020-02-27T06:00:00,2020-02-28T05:44:50,Jamie Eddy,GH# 1 Old,Hemp,19.05,47,5679,1568,0.55,2.6,570,1.3,795,2.4,6.9,6.1,7.8,3246,59,123,-0.01,0.59,0.22,3424,,,
106,95,1911700,,2020-03-04T06:00:00,2020-03-05T06:38:01,Jamie Eddy,#2 Old,Hemp,16.68,59,5670,1136,1.4,3.9,551,1.3,629,1.2,44,4.4,7.4,2408,52,114,-0.01,0.2,0.3,4018,,,
107,15,1921216,,2020-10-29T06:08:00,2020-10-31T02:19:41,Common Citizen,GEL Old,Hemp,10.63,394,5660,1020,1.39,1.44,392,0.07,267,0.88,4.18,4.9,6.5,1225,9.13,81,0.03,-0.01,0.67,444,0.65,77.5,5030
108,10,1921656,,2020-11-12T07:22:00,2020-11-14T05:34:05,Common Citizen,DD Old,Hemp,10.87,998,5620,792,1.38,1.63,510,0.07,337,-0.01,4.79,5.6,6.1,1750,20,95,-0.01,-0.01,0.2,344,0.27,75,4620
109,46,1915389,,2020-06-24T14:00:00,2020-06-26T10:04:43,Heartland Agronomics LLC,Nuest Plot #1 New,Oats,17.02,549,5618,845,1.97,0.57,472,0.3,170,3.81,1.12,11.8,6.2,2787,27,178,0.05,0,0.48,1741,1.3,45,5490
110,111,1915084,,2020-06-18T14:00:00,2020-06-20T10:52:05,Bevans Ag,Nay B New,Wheat,12.3,685,5614,718,6.71,0.65,463,0.56,266,3.6,0.81,13.2,6.7,2257,55,184,0.12,-0.01,-0.01,9999,4.45,26,5500
111,15,1911579,,2020-02-27T06:00:00,2020-02-28T05:45:13,Jamie Eddy,#2 Old,Hemp,17.52,83,5602,1302,1.2,4.1,403,1.1,1137,1.9,39,7.4,7.9,2413,56,123,-0.01,0.31,0.22,2942,,,
112,49,1916317,,2020-07-14T04:00:00,2020-07-15T04:30:15,Nutrien Ag - Blissfield ,Witts 1 New,Capsicum,14.21,532,5602,19,4.06,2.84,572,0.58,758,2.61,0.56,7.5,6.5,850,9.08,16.9,-0.01,0.02,-0.01,91,0.75,220,3200
113,87,1912112,,2020-03-24T04:00:00,2020-03-25T06:20:10,Soil Max,RR 3 Old,Tomato cherry,18.9,96,5598,1643,6.2,3.5,1772,11,590,1,4,3.8,6.2,2436,748,22,-0.01,-0.01,0.15,1679,,,
114,4,1918294,,2020-08-13T14:00:00,2020-08-19T06:08:17,Phillip Yoder,Jordan Beans New,Soyabean,7.28,468,5598,2350,19,14,267,1.52,907,1.98,7.7,13.9,6.7,1375,5.21,107,0.86,0.03,3.31,35,0.8,12.5,4140
115,4,1918294,,2020-08-13T14:00:00,2020-08-19T06:08:17,Phillip Yoder,Jordan Beans New,Soyabean,7.28,468,5598,2350,19,14,267,1.52,907,1.98,7.7,13.9,6.7,1375,5.21,107,0.86,0.03,3.31,35,0.8,12.5,4140
116,4,1918294,,2020-08-13T14:00:00,2020-08-19T06:08:17,Phillip Yoder,Jordan Beans New,Soyabean,7.28,468,5598,2350,19,14,267,1.52,907,1.98,7.7,13.9,6.7,1375,5.21,107,0.86,0.03,3.31,35,0.8,12.5,4140
117,22,1904904,,2019-06-29T04:00:00,2019-07-02T22:56:51,Ozadia,DKing001,Hemp,7.84,47,5592,2287,3.4,3.9,266,0.58,1529,0.77,6.4,8.8,7.9,1669,25,111,-0.05,-0.05,0.36,1356,0.044,1.91,
118,22,1904904,,2019-06-29T04:00:00,2019-07-02T22:56:51,Ozadia,DKing001,Hemp,7.84,47,5592,2287,3.4,3.9,266,0.58,1529,0.77,6.4,8.8,7.9,1669,25,111,-0.05,-0.05,0.36,1356,0.044,1.91,
119,22,1904904,,2019-06-29T04:00:00,2019-07-02T22:56:51,Ozadia,DKing001,Hemp,7.84,47,5592,2287,3.4,3.9,266,0.58,1529,0.77,6.4,8.8,7.9,1669,25,111,-0.05,-0.05,0.36,1356,0.044,1.91,
120,121,1912841,,2020-04-22T04:00:00,2020-04-23T06:49:31,Rudra Farms,GSC Indoor Old,Hemp,17.62,122,5592,1670,23,22,1024,13,1613,15,25,9.5,7.8,4272,98,75,0.36,0.74,1.5,3602,,,
121,121,1912841,,2020-04-22T04:00:00,2020-04-23T06:49:31,Rudra Farms,GSC Indoor Old,Hemp,17.62,122,5592,1670,23,22,1024,13,1613,15,25,9.5,7.8,4272,98,75,0.36,0.74,1.5,3602,,,
122,121,1912841,,2020-04-22T04:00:00,2020-04-23T06:49:31,Rudra Farms,GSC Indoor Old,Hemp,17.62,122,5592,1670,23,22,1024,13,1613,15,25,9.5,7.8,4272,98,75,0.36,0.74,1.5,3602,,,
123,51,1916319,,2020-07-14T04:00:00,2020-07-15T04:30:25,Nutrien Ag - Blissfield ,Witts 2 New,Capsicum,14.11,569,5589,13,4.44,2.82,601,0.68,827,0.65,0.25,7.6,6.2,750,13.2,16.1,-0.01,0.02,-0.01,199,1.08,155,3300
124,134,1915806,,2020-07-01T14:00:00,2020-07-03T10:18:22,Jamie Eddy,B#2 Old,Hemp,15.41,61.4,5587,1730,3.16,4.98,879,4.22,1150,2.18,39.4,12.1,7.4,4700,18.4,179,-0.01,0.59,-0.01,13,1.7,80,2160
125,45,1913960,,2020-05-27T04:00:00,2020-05-28T08:08:27,Simonian Fruit,Mukchian 8D Plum New,Plum,14.6,603,5586,28.7,17.3,9.4,257,0.92,374,14.9,1.71,10.8,5.5,1253,48.5,69.8,9.36,4.65,3.89,33,0.44,93,2060
126,93,1919776,,2020-09-16T14:00:00,2020-09-19T01:26:56,Jamie Eddy,Veg B #4 New,Hemp,10.04,148,5580,1770,8.52,6.49,707,0.97,722,8.26,26,7.2,6.7,1875,15,149,1.6,0.09,1.98,921,0.57,210,2680
127,45,1915388,,2020-06-24T14:00:00,2020-06-26T10:04:36,Heartland Agronomics LLC,Nuest Untreated Old,Oats,15.8,419,5578,798,3.32,-0.01,313,0.37,177,1.42,0.82,9.9,6.6,2396,97,136,0.15,0.01,0.54,372,2.3,72,3110
128,43,1913967,,2020-05-27T04:00:00,2020-05-28T08:06:27,Soil Max,RR 5 Old,Tomato indeterminate,17.29,232,5574,378,7.7,4.91,1030,22.1,337,4.45,3.59,3.9,6.1,3774,347,20.2,0.51,0.1,0.29,483,0.15,76,1200
129,42,1915385,,2020-06-24T14:00:00,2020-06-26T10:04:20,Heartland Agronomics LLC,Nuest Cropsil Treated New,Oats,14.02,568,5571,1180,3.77,0.28,655,0.35,355,4.86,2.55,16.6,6.5,3468,21.8,181,0.23,0.01,0.39,37,3.7,31,6520
130,24,1918095,,2020-08-12T14:00:00,2020-08-15T04:35:12,Common Citizen,RD Old,Hemp,13.14,271,5567,744,1.57,0.98,408,0.21,735,2.2,7,5.6,7,2100,20,75,-0.01,-0.01,0.23,189,0.12,58.5,5320
131,24,1918095,,2020-08-12T14:00:00,2020-08-15T04:35:12,Common Citizen,RD Old,Hemp,13.14,271,5567,744,1.57,0.98,408,0.21,735,2.2,7,5.6,7,2100,20,75,-0.01,-0.01,0.23,189,0.12,58.5,5320
132,24,1918095,,2020-08-12T14:00:00,2020-08-15T04:35:12,Common Citizen,RD Old,Hemp,13.14,271,5567,744,1.57,0.98,408,0.21,735,2.2,7,5.6,7,2100,20,75,-0.01,-0.01,0.23,189,0.12,58.5,5320
133,5,1918370,,2020-08-17T14:00:00,2020-08-19T07:55:24,Holmes Environmental,M80 New,Apple,7.33,579,5566,1900,11,2.62,290,0.63,907,1.46,8.34,15.2,6.4,3210,82,49,2.11,0.05,3.3,93,4.69,1.1,1170
134,0,1911587,,2020-02-27T06:00:00,2020-02-28T05:45:48,Jamie Eddy,IND Old,Hemp,19.82,44,5551,1165,0.59,4.6,542,1.8,834,1.2,52,5.5,8.1,2424,65,127,-0.01,0.42,0.25,6056,,,
135,53,1916321,,2020-07-14T04:00:00,2020-07-15T04:30:35,Nutrien Ag - Blissfield ,Witts 3 New,Capsicum,13.72,560,5551,19,3.83,3.12,617,0.82,815,1.53,0.24,7.3,6,650,10.2,14.9,-0.01,0.02,-0.01,166,0.55,182.5,3180
136,66,1913324,,2020-05-07T04:00:00,2020-05-08T09:07:36,Jamie Eddy,#3 Old,Hemp,15.74,44,5542,1994,4.7,3.6,724,8.6,1128,3.2,79,6.3,7.4,2084,56,187,1.2,9.8,4.9,4337,3,-0.01,2640
137,54,1916322,,2020-07-14T04:00:00,2020-07-15T04:30:40,Nutrien Ag - Blissfield ,Witts 3 Old,Capsicum,14.06,247,5534,54,2.84,-0.01,570,0.78,906,7.33,0.42,4.6,6.1,625,4.88,17.7,9.78,0.02,-0.01,277,0.02,192.5,1980
138,10,1911574,,2020-02-27T06:00:00,2020-02-28T05:44:44,Jamie Eddy,GH# 1 New,Hemp,15.98,59,5530,1554,0.31,4.3,447,1.3,615,1.2,2.7,8.5,7.8,1817,32,131,-0.01,0.33,0.28,1276,,,
139,12,1923529,,2021-01-27T07:30:00,2021-01-29T05:43:48,Common Citizen,PGOG Old,Hemp,14,1220,5530,651,1.66,1.72,580,0.1,442,0.1,5.66,5.6,6,1350,39,76,0.04,-0.01,-0.01,178,0.18,32.5,5340
140,55,1916323,,2020-07-14T04:00:00,2020-07-15T04:30:45,Nutrien Ag - Blissfield ,Witts 4 New,Capsicum,13.96,584,5529,12,3.98,1.58,510,0.66,777,1.07,0.07,6.9,6.3,650,21.5,13.4,-0.01,0.01,-0.01,266,0.62,235,3270
141,111,1918561,,2020-08-19T14:00:00,2020-08-22T06:19:00,Jamie Eddy,#2 New,Hemp,10.4,116,5527,1250,5.94,18,450,1.34,537,3.62,25,7.9,6.6,2075,9.38,139,0.06,0.09,-0.01,545,0.88,11.25,2490
142,127,1915100,,2020-06-18T14:00:00,2020-06-20T11:14:14,Bevans Ag,Cal Quinton East New,Wheat,13.7,410,5522,785,3.21,0.57,418,0.87,285,1.78,0.33,10.9,5.2,1998,49.2,187,0.62,-0.01,-0.01,450,1.9,68.5,4090
143,38,1920067,,2020-09-23T14:00:00,2020-09-26T05:19:03,Soil Basics,WOOLF - W12-4 Old,Pistachio,7.39,542,5520,32,13,30,535,4.37,1290,0.74,111,13,5.5,1470,148,7.89,1.1,0.07,1.75,37,1.86,6.6,3890
144,50,1915049,,2020-06-18T14:00:00,2020-06-20T10:07:37,Natural Ecosystem Restoration,Hamilton New,Corn,10.8,453,5510,312,9.25,1.74,165,0.71,292,2.29,5.03,4,6,1233,37,225,1.27,-0.01,-0.01,231,0.3,147.5,2850
145,17,1911581,,2020-02-27T06:00:00,2020-02-28T05:45:22,Jamie Eddy,#4 Old,Hemp,18.3,77,5509,1234,0.84,2.7,357,0.49,1228,2.7,36,6.6,7.9,2029,40,117,-0.01,0.02,0.09,4638,,,
146,44,1915387,,2020-06-24T14:00:00,2020-06-26T10:04:30,Heartland Agronomics LLC,Nuest Untreated New,Oats,15.11,527,5509,992,3.26,0.59,748,0.37,348,4.99,4.66,15.4,6.5,2899,84.1,174,0.19,-0.01,0.4,434,2.8,31,7150
147,129,1913955,,2020-05-27T04:00:00,2020-05-28T08:04:55,Simonian Fruit,Mukchian 8D Peach Old,Peach,12.16,567,5498,49.7,23.7,11.9,206,2.12,660,10.7,3.79,12.2,6,1041,32,126,13.8,3.95,9.72,53,0.64,79,5890
148,101,1905453,,2019-07-17T04:00:00,2019-07-18T08:21:45,Heck Family Farmss LLC,CM NF,Hemp,11.45,98,5491,1314,0.54,9.7,329,1.2,605,3.97,3.8,8.6,7.2,1206,11,167,-0.05,-0.05,1.3,425,2.15,19.35,775
149,101,1905453,,2019-07-17T04:00:00,2019-07-18T08:21:45,Heck Family Farmss LLC,CM NF,Hemp,11.45,98,5491,1314,0.54,9.7,329,1.2,605,3.97,3.8,8.6,7.2,1206,11,167,-0.05,-0.05,1.3,425,2.15,19.35,775
150,101,1905453,,2019-07-17T04:00:00,2019-07-18T08:21:45,Heck Family Farmss LLC,CM NF,Hemp,11.45,98,5491,1314,0.54,9.7,329,1.2,605,3.97,3.8,8.6,7.2,1206,11,167,-0.05,-0.05,1.3,425,2.15,19.35,775
151,49,1920247,,2020-10-01T01:46:00,2020-10-02T05:50:38,Jamie Eddy,#7 Old,Hemp,11.9,65,5470,1690,20,24,646,21,921,3.71,90,8.5,7.4,3875,50,124,0.34,3.5,3.36,7659,0.5,45,4620
152,2,1912622,,2020-04-14T04:00:00,2020-04-15T06:57:15,Natural Ecosystem Restoration,Wheat,Wheat,12.96,257,5467,739,3.4,2.4,264,0.63,218,3.1,1.4,9.5,6.9,2328,12,113,-0.01,-0.01,0.03,284,0.5,34,4330
153,2,1912622,,2020-04-14T04:00:00,2020-04-15T06:57:15,Natural Ecosystem Restoration,Wheat,Wheat,12.96,257,5467,739,3.4,2.4,264,0.63,218,3.1,1.4,9.5,6.9,2328,12,113,-0.01,-0.01,0.03,284,0.5,34,4330
154,2,1912622,,2020-04-14T04:00:00,2020-04-15T06:57:15,Natural Ecosystem Restoration,Wheat,Wheat,12.96,257,5467,739,3.4,2.4,264,0.63,218,3.1,1.4,9.5,6.9,2328,12,113,-0.01,-0.01,0.03,284,0.5,34,4330
155,132,1915094,,2020-06-18T14:00:00,2020-06-20T11:14:38,Bevans Ag,Bultsma New,Wheat,12.8,475,5460,963,8.48,-0.01,406,0.55,257,3.16,0.6,12,5,1325,25,190,0.77,-0.01,-0.01,202,2.2,94.5,4180
156,130,1915802,,2020-07-01T14:00:00,2020-07-03T10:06:15,Jamie Eddy,#7 Old,Hemp,19.6,30.4,5450,1620,1.59,4.48,414,2.78,931,0.03,74.9,7,6.6,3289,164,143,0.03,1.9,0.1,2249,0.45,184.5,4880
157,54,1913165,,2020-05-02T04:00:00,2020-05-06T08:23:08,Simonian Fruit,Mukchian 8D Peach Old,Peach,16.37,334,5450,33.7,6.19,6.53,85.9,1.75,562,4.32,3.76,4.2,5.8,588,15.2,66.8,3.88,0.49,0.19,2320,1.1,-0.01,648
158,105,1905457,,2019-07-17T04:00:00,2019-07-19T11:27:20,Soil Doctor Consulting,Esmerelda,Hemp,13.97,78,5444,6110,6.7,4.8,606,0.84,1722,7.2,6.6,12.2,6.9,1890,29,163,-0.05,-0.05,0.37,222,,,
159,105,1905457,,2019-07-17T04:00:00,2019-07-19T11:27:20,Soil Doctor Consulting,Esmerelda,Hemp,13.97,78,5444,6110,6.7,4.8,606,0.84,1722,7.2,6.6,12.2,6.9,1890,29,163,-0.05,-0.05,0.37,222,,,
160,105,1905457,,2019-07-17T04:00:00,2019-07-19T11:27:20,Soil Doctor Consulting,Esmerelda,Hemp,13.97,78,5444,6110,6.7,4.8,606,0.84,1722,7.2,6.6,12.2,6.9,1890,29,163,-0.05,-0.05,0.37,222,,,
161,47,1915390,,2020-06-24T14:00:00,2020-06-26T10:05:11,Heartland Agronomics LLC,Nuest Plot #4 New,Oats,15.57,474,5442,784,3.66,0.64,409,0.42,188,3.62,0.95,12.1,6.2,2846,97,154,0.21,-0.01,0.24,408,2.6,41,4670
162,6,1918372,,2020-08-17T14:00:00,2020-08-19T07:55:32,Holmes Environmental,Royal HC New,Apple,5.09,482,5439,4870,18,11,395,1.78,912,6.5,6.18,10.6,6.6,6850,46,69,12,0.07,3.13,177,2.9,1.4,1040
163,56,1916324,,2020-07-14T04:00:00,2020-07-15T04:30:50,Nutrien Ag - Blissfield ,Witts 4 Old,Capsicum,14.03,243,5438,114,4.81,-0.01,485,0.66,1110,3.51,0.19,5.1,6.4,450,5.76,12.8,4.34,0.02,-0.01,166,0.02,155,2870
164,103,1905456,,2019-07-17T04:00:00,2019-07-18T09:08:30,Soil Doctor Consulting,Skipper,Hemp,14.59,71,5437,4899,7.4,6.8,611,0.77,1582,6.9,6.5,12.1,7.3,1903,22,167,-0.05,-0.05,0.54,204,,,
165,103,1905456,,2019-07-17T04:00:00,2019-07-18T09:08:30,Soil Doctor Consulting,Skipper,Hemp,14.59,71,5437,4899,7.4,6.8,611,0.77,1582,6.9,6.5,12.1,7.3,1903,22,167,-0.05,-0.05,0.54,204,,,
166,103,1905456,,2019-07-17T04:00:00,2019-07-18T09:08:30,Soil Doctor Consulting,Skipper,Hemp,14.59,71,5437,4899,7.4,6.8,611,0.77,1582,6.9,6.5,12.1,7.3,1903,22,167,-0.05,-0.05,0.54,204,,,
167,40,1906665,,2019-08-20T04:00:00,2019-08-21T04:56:20,Bill Scheffler,H2 Indica/Indica dom,Hemp,17,93,5437,2163,7.3,2.8,1041,0.12,1112,2.8,26,12.7,7.4,1618,4.4,119,-0.05,-0.05,-0.05,306,1.8,0.38,
168,40,1906665,,2019-08-20T04:00:00,2019-08-21T04:56:20,Bill Scheffler,H2 Indica/Indica dom,Hemp,17,93,5437,2163,7.3,2.8,1041,0.12,1112,2.8,26,12.7,7.4,1618,4.4,119,-0.05,-0.05,-0.05,306,1.8,0.38,
169,40,1906665,,2019-08-20T04:00:00,2019-08-21T04:56:20,Bill Scheffler,H2 Indica/Indica dom,Hemp,17,93,5437,2163,7.3,2.8,1041,0.12,1112,2.8,26,12.7,7.4,1618,4.4,119,-0.05,-0.05,-0.05,306,1.8,0.38,
170,77,1906564,,2019-08-16T04:00:00,2019-08-17T06:07:08,Soil Doctor Consulting,Dorsey Old Leaves,Hemp,29,74,5436,1597,16,5.1,359,0.67,859,4.4,5.7,7.8,6.8,3726,13,152,-0.05,0.08,0.21,159,,,
171,77,1906564,,2019-08-16T04:00:00,2019-08-17T06:07:08,Soil Doctor Consulting,Dorsey Old Leaves,Hemp,29,74,5436,1597,16,5.1,359,0.67,859,4.4,5.7,7.8,6.8,3726,13,152,-0.05,0.08,0.21,159,,,
172,77,1906564,,2019-08-16T04:00:00,2019-08-17T06:07:08,Soil Doctor Consulting,Dorsey Old Leaves,Hemp,29,74,5436,1597,16,5.1,359,0.67,859,4.4,5.7,7.8,6.8,3726,13,152,-0.05,0.08,0.21,159,,,
173,130,1913956,,2020-05-27T04:00:00,2020-05-28T08:08:25,Simonian Fruit,Baxter New,Plum,11.72,1091,5433,2.3,10.3,3.12,253,1.17,497,12.7,1.56,11.6,5.5,1017,23.4,58.9,4.29,2.43,4.64,226,1.3,64,1130
174,65,1926291,,2021-02-18T04:58:00,2021-02-26T10:56:28,African Nectar Farms,Banana Dolce Old,Hemp,9.83,106,5425,1924,2.1,6.9,604,-0.01,676,4.3,4.3,7.8,7.3,3300,15,109,-0.01,-0.01,-0.01,33,1.55,0,2560
175,171,1904911,,2019-06-27T14:00:00,2019-06-29T07:47:27,Keystone Bio-Ag,Sam Zook-431 New,Hemp,12.55,182.5,5419.3,1619,2.15,6.9,292.7,1.1,324.9,2.07,7.6,9.3,7.6,923,9.87,87.5,-0.5,0.02,0.07,428,,,
176,171,1904911,,2019-06-27T14:00:00,2019-06-29T07:47:27,Keystone Bio-Ag,Sam Zook-431 New,Hemp,12.55,182.5,5419.3,1619,2.15,6.9,292.7,1.1,324.9,2.07,7.6,9.3,7.6,923,9.87,87.5,-0.5,0.02,0.07,428,,,
177,171,1904911,,2019-06-27T14:00:00,2019-06-29T07:47:27,Keystone Bio-Ag,Sam Zook-431 New,Hemp,12.55,182.5,5419.3,1619,2.15,6.9,292.7,1.1,324.9,2.07,7.6,9.3,7.6,923,9.87,87.5,-0.5,0.02,0.07,428,,,
178,166,1904880,NAL21148-P3-MIC-A,2019-06-28T01:29:06,2019-06-29T03:55:17,,431-1,Hemp,12.55,183,5419,1619,2.2,6.9,293,1.1,325,2.1,7.6,9.3,7.6,923,9.9,87,-0.05,0.02,0.18,427,,,
179,166,1904880,NAL21148-P3-MIC-A,2019-06-28T01:29:06,2019-06-29T03:55:17,,431-1,Hemp,12.55,183,5419,1619,2.2,6.9,293,1.1,325,2.1,7.6,9.3,7.6,923,9.9,87,-0.05,0.02,0.18,427,,,
180,166,1904880,NAL21148-P3-MIC-A,2019-06-28T01:29:06,2019-06-29T03:55:17,,431-1,Hemp,12.55,183,5419,1619,2.2,6.9,293,1.1,325,2.1,7.6,9.3,7.6,923,9.9,87,-0.05,0.02,0.18,427,,,
181,56,1917284,,2020-07-29T14:00:00,2020-07-31T06:48:22,Wolfe Creek Organic Farm,MCN Front W New,Carrots,12.38,412,5412,1810,3.12,5.21,786,2.18,485,2.32,7.09,6.3,5.8,2560,177,14,1.51,2.55,3.1,158,0.5,58.7,2040
182,47,1917260,,2020-07-28T14:00:00,2020-07-30T07:37:44,Jamie Eddy,#4 New,Hemp,11.99,176,5401,877,4.92,15,649,5.78,522,1.16,26,7.9,7.8,2375,9.58,167,0.15,0.12,2.13,162,0.35,117.25,3490
183,14,1923531,,2021-01-27T07:30:00,2021-01-29T05:43:48,Common Citizen,MN Old,Hemp,13.24,1140,5400,629,1.93,1.52,508,0.16,529,0.83,8.44,5.9,6.3,1075,24,91,0.05,-0.01,-0.01,633,0.52,15,3980
184,45,1914634,,2020-06-11T04:00:00,2020-06-12T08:36:16,Simonian Fruit,Whippletree Old,Peach,17.8,744,5395,52.9,4.32,1.25,113,1.3,681,9.1,2.62,6.2,5.8,804,8.08,65.5,11.2,0.35,-0.01,39,1,32,2110
185,77,1926466,,2021-02-24T06:46:00,2021-02-27T01:37:56,High Life Farms,F10 - Dosi Do Old,Hemp,11.38,391,5394,1022,1.4,3.4,190,-0.01,470,0.77,10,3.6,6.4,450,7.4,37,-0.01,-0.01,-0.01,1332,0.32,32.5,3950
186,97,1919780,,2020-09-16T14:00:00,2020-09-19T01:26:57,Jamie Eddy,#4 New,Hemp,9.33,120,5390,1580,42,2.89,727,15,904,24,160,10.2,7.3,2125,20,144,2.8,7.5,32,155,2.1,80,1940
187,38,1906602,,2019-08-17T04:00:00,2019-08-20T06:30:02,Loving Kindness Farms,TD New,Hemp,22,362,5384,924,6.9,6.2,392,0.72,568,5,3.3,7,7.9,1193,11,126,-0.05,-0.05,-0.05,2507,,,
188,38,1906602,,2019-08-17T04:00:00,2019-08-20T06:30:02,Loving Kindness Farms,TD New,Hemp,22,362,5384,924,6.9,6.2,392,0.72,568,5,3.3,7,7.9,1193,11,126,-0.05,-0.05,-0.05,2507,,,
189,38,1906602,,2019-08-17T04:00:00,2019-08-20T06:30:02,Loving Kindness Farms,TD New,Hemp,22,362,5384,924,6.9,6.2,392,0.72,568,5,3.3,7,7.9,1193,11,126,-0.05,-0.05,-0.05,2507,,,
190,92,1913123,,2020-05-01T04:00:00,2020-05-02T07:48:12,Attitude Wellness,Bloodstar FR7 Old,Hemp,9.17,377,5382,1090,3.8,10,205,0.63,541,16,10,12.3,6.6,507,7.1,65,1.9,0.01,2.1,205,4.13,-0.01,1150
191,100,1911707,,2020-03-04T06:00:00,2020-03-05T06:38:31,Jamie Eddy,IND New,Hemp,16.76,147,5380,641,0.42,8,281,1.3,381,2.4,6.9,5.3,7.2,1598,20,143,-0.01,0.03,0.07,1595,,,
192,14,1911578,,2020-02-27T06:00:00,2020-02-28T05:45:07,Jamie Eddy,#2 New,Hemp,14.48,209,5379,959,0.58,6.7,363,1.6,470,1.3,8.6,8.2,7.6,1316,33,113,-0.01,0.33,0.12,1014,,,
193,19,1913507,,2020-05-13T04:00:00,2020-05-15T05:29:36,Jamie Eddy,#2 New,Hemp,13.84,179,5378,893,1.1,5.3,870,0.13,420,0.51,13,7.9,7.4,1395,13,123,0.22,0.07,0.28,204,0.13,107,2290
194,83,1926465,,2021-02-24T06:46:00,2021-02-27T01:51:45,High Life Farms,F10 - Dosi Do New,Hemp,8.73,283,5366,1350,2.9,11,430,-0.01,1013,6.2,53,7.3,6.9,525,3.3,69,-0.01,-0.01,0.25,91,1.98,32.5,2280
195,128,1915101,,2020-06-18T14:00:00,2020-06-20T11:14:19,Bevans Ag,Cal Quinton West New,Wheat,12.6,325,5355,1010,8.35,0.48,541,0.64,267,2.7,0.99,11.1,5.8,1809,24.4,184,0.43,-0.01,-0.01,383,2.6,60.5,3730
196,76,1912979,,2020-04-25T04:00:00,2020-04-30T01:20:39,Natural Ecosystem Restoration,Ty #1 Old,Wheat,16.47,333,5338,1089,9.7,3.6,698,0.93,689,2.7,3.2,11.9,6.4,6639,242,54,1.8,0.01,0.12,168,1,88,6380
197,76,1912979,,2020-04-25T04:00:00,2020-04-30T01:20:39,Natural Ecosystem Restoration,Ty #1 Old,Wheat,16.47,333,5338,1089,9.7,3.6,698,0.93,689,2.7,3.2,11.9,6.4,6639,242,54,1.8,0.01,0.12,168,1,88,6380
198,76,1912979,,2020-04-25T04:00:00,2020-04-30T01:20:39,Natural Ecosystem Restoration,Ty #1 Old,Wheat,16.47,333,5338,1089,9.7,3.6,698,0.93,689,2.7,3.2,11.9,6.4,6639,242,54,1.8,0.01,0.12,168,1,88,6380
199,146,1914798,,2020-06-12T14:00:00,2020-06-17T02:12:44,Jones Farms,#28-4 New,Cotton,17.4,1140,5317,2730,3.18,0.69,1840,0.18,686,1.75,1.19,10.2,5.3,3077,67,54.4,9.45,-0.01,-0.01,102,1.2,149,4090
200,43,1911705,,2020-03-04T06:00:00,2020-03-05T06:38:22,Jamie Eddy,#4 New,Hemp,14.71,153,5312,647,0.5,8.5,272,1.8,365,1.7,6.6,6.4,7.2,1179,42,132,-0.01,0.03,0.08,1240,,,
