Batch ID,Title,Client Batch ID,Client Number,Client Name,SDG Received Date/Time,Incubation Date/Time
B-154,0913191531FL,0913191531FL,NAL18-061,Jack Traughber,9/13/2019 11:31,9/13/2019 12:55
B-155,0913191600FL,0913191600FL,NAL12-042,Remax Lakeshore,9/13/2019 12:00,9/13/2019 12:55
B-156,0914191111FL,0914191111FL,NAL15-023,Accutek Home Inspections,9/14/2019 7:11,9/14/2019 12:40
B-157,0916191200FL,0916191200FL,NAL11-049B,Lakeshore Homestead,9/16/2019 8:00,9/16/2019 12:40
B-158,0916191343FL,0916191343FL,NAL18-019,Safari Joe's,9/16/2019 9:43,9/16/2019 12:40
B-159,0916191437FL,0916191437FL,NAL17-199,Immaculate Conception Church,9/16/2019 10:37,9/16/2019 12:40
B-160,0916191616FL,0916191616FL,NAL18-096,"Dowd Properties, LLC",9/16/2019 12:16,9/16/2019 12:40
B-161,0916191637FL,0916191637FL,NAL18-187,Van Buren State Park,9/16/2019 12:37,9/16/2019 13:05
B-162,0916191638FL,0916191638FL,NAL18-187,Van Buren State Park,9/16/2019 12:38,9/16/2019 13:05
B-163,0916191639FL,0916191639FL,NAL18-187,Van Buren State Park,9/16/2019 12:39,9/16/2019 13:05
B-164,0917191125FL,0917191125FL,NAL14-126,Spring Grove Camp Ground,9/17/2019 7:25,9/17/2019 13:05
B-165,0917191143FL,0917191143FL,NAL18-061,Jack Traughber,9/17/2019 7:00,9/17/2019 13:05
B-166,0917191435FL,0917191435FL,NAL19-034,Revolution Farms,9/17/2019 10:35,9/17/2019 13:05
B-167,0918190956FL,0918190956FL,NAL16-028,Latchaw Orchards,9/18/2019 5:56,9/18/2019 12:50
B-168,0918191006FL,0918191006FL,NAL17-088,The Glenn Store,9/18/2019 6:06,9/18/2019 12:50
B-169,0918191039FL,0918191039FL,NAL16-193,San Felipe de Jesus Catholic,9/18/2019 6:39,9/18/2019 12:50
B-170,0918191043FL,0918191043FL,NAL15-023,Accutek Home Inspections,9/18/2019 6:43,9/18/2019 12:50
B-171,0918191045FL,0918191045FL,NAL16-006,Hawkshead Restaurant & Inn,9/18/2019 5:35,9/18/2019 12:50
B-172,0918191348FL,0918191348FL,NAL16-118,Saugatuck Weekends,9/18/2019 9:48,9/18/2019 12:50
B-173,0918191425FL,0918191425FL,NAL18-061,Jack Traughber,9/18/2019 10:25,9/18/2019 12:50
B-174,0905190910FL,0905190910FL,NAL15-104,Intercare,9/5/2019 5:10,9/5/2019 12:58
B-175,0918191045FL,0918191045FL,NAL16-006,Hawkshead Restaurant & Inn,9/18/2019 6:45,9/18/2019 12:50
B-176,0919191113FL,0919191113FL,NAL18-167,Baier Pierson Camp,9/19/2019 7:13,9/19/2019 12:46
B-177,0920190827FL,0920190827FL,NAL15-023,Accutek Home Inspections,9/20/2019 4:27,9/20/2019 12:30
B-178,0920191111FL,0920191111FL,NAL16-193,San Felipe de Jesus Catholic,9/20/2019 7:11,9/20/2019 12:30
B-179,0920191650FL,0920191650FL,NAL19-151,Bertha Denemy,9/20/2019 12:50,9/20/2019 13:10
B-180,0921191200FL,0921191200FL,NAL15-023,Accutek Home Inspections,9/21/2019 8:00,9/21/2019 12:30
B-181,0923191649FL,0923191649FL,NAL15-056,Guardian Home Inspections,9/23/2019 12:49,9/23/2019 13:15
B-182,0920191348FL,0920191348FL,NAL15-148,Burnette Foods ,9/20/2019 9:48,
B-183,0924191032FL,0924191032FL,NAL15-023,Accutek Home Inspections,9/24/2019 6:32,9/24/2019 12:50
B-184,0924191240FL,0924191240FL,NAL16-165,Pullman Bible Church,9/24/2019 8:40,9/24/2019 12:50
B-185,0924191245FL,0924191245FL,NAL17-052,ArctiClear Water,9/24/2019 8:45,9/24/2019 12:50
B-186,0924191409FL,0924191409FL,NAL18-045,Blinker's Restaurant,9/24/2019 10:09,9/24/2019 12:50
B-187,0923191457FL,0923191457FL,NAL15-131,Honee Bear Canning,9/23/2019 10:57,
B-188,0923191501FL,0923191501FL,NAL15-167,Sill Farms Market,9/23/2019 11:01,
B-189,0925191132FL,0925191132FL,NAL18-144,Schooner Dept,9/25/2019 7:32,9/25/2019 12:50
B-190,0925191435FL,0925191435FL,NAL19-034,Revolution Farms,9/25/2019 14:35,9/25/2019 12:50
B-191,0925191612FL,0925191612FL,NAL18-098,PK's Lighthouse Cafe,9/25/2019 12:12,9/25/2019 12:50
B-856,0716201255FL,0716201255FL,NAL16-118,Saugatuck Weekends,7/16/2020 12:55,7/16/2020 16:24
B-865,0721201349FL,0721201349FL,NAL14-046,"Harris Blueberries, LLC",7/21/2020 13:49,7/21/2020 16:15
B-020,0731190917FL,0731190917FL,NAL19-115,Gerardo Zarco,7/31/2019 5:17,7/31/2019 12:45
B-021,0731191436FL,0731191436FL,NAL19-117,The Fields,7/31/2019 10:36,7/31/2019 12:45
B-022,0731191437FL,0731191437FL,NAL18-019,Safari Joe's,7/31/2019 10:37,7/31/2019 12:45
B-023,0731191441FL,0731191441FL,NAL19-111,Jody Sikkema,7/31/2019 10:41,7/31/2019 12:45
B-024,0731191600FL,0731191600FL,NAL16-186,Adkin Blue Ribbon Packing Company,7/31/2019 12:00,7/31/2019 12:45
B-025,0731191630FL,0731191630FL,NAL14-037,Cornerstone Ag,7/31/2019 12:30,7/31/2019 12:45
B-026,0802191336FL,0802191336FL,NAL19-111,Jody Sikkema,8/2/2019 9:36,8/2/2019 12:25
B-027,0802191004FL,0802191004FL,NAL16-052,Heater Farms LLC,8/2/2019 6:04,8/2/2019 12:25
B-028,0802190835FL,0802190835FL,NAL14-037,Cornerstone Ag,8/2/2019 4:35,8/2/2019 12:25
B-029,0805191603FL,0805191603FL,NAL15-060,Ellis Fams,8/5/2019 12:03,8/6/2019 12:41
B-030,0805191552FL,0805191552FL,NAL14-037,Cornerstone Ag,8/5/2019 11:52,8/5/2019 12:41
B-031,0805191356FL,0805191356FL,NAL18-019,Safari Joe's,8/5/2019 9:56,8/5/2019 12:41
B-032,0805191151FL,0805191151FL,NAL15-116,Warren Blueberries,8/5/2019 7:51,8/5/2019 12:41
B-033,0805191000FL,0805191000FL,NAL15-040,Palisades Park Country Club,8/5/2019 6:00,8/5/2019 12:41
B-034,0805190900FL,0805190900FL,NAL19-120,Kahuna's Taco Shack,8/5/2019 5:00,8/5/2019 12:41
B-035,0805190911FL,0805190911FL,NAL14-031,Spice Bush Creek Farm,8/5/2019 5:11,8/5/2019 12:41
B-036,0805190804FL,0805190804FL,NAL15-023,Accutek Home Inspections,8/5/2019 4:04,8/5/2019 12:41
B-037,0805191500FL,0805191500FL,NAL15-023,Accutek Home Inspections,8/5/2019 11:00,8/5/2019 12:41
B-104,0826191343FL,0826191343FL,NAL18-159,R Todd Farms,8/26/2019 9:43,8/26/2019 12:26
B-105,0826191356FL,0826191356FL,NAL16-118,Saugatuck Weekends,8/26/2019 9:56,8/26/2019 12:26
B-978,0827201038FL,0827201038FL,NAL20-165,Norman Catt,8/27/2020 10:38,8/27/2020 16:23
B-979,0827201247FL,0827201247FL,NAL18-044,Sister Lakes,8/27/2020 12:47,8/27/2020 16:23
B-980,0827201422FL,0827201422FL,NAL20-164,Evan Tucker,8/27/2020 14:22,8/27/2020 16:25
B-981,0827201642FL,0827201642FL,NAL14-037,Cornerstone Ag,8/27/2020 16:42,8/27/2020 16:58
B-982,0828201307FL,0828201307FL,NAL15-168,First Congregational Church,8/28/2020 13:07,8/28/2020 16:24
B-983,0824201316FL,0824201316FL,NAL20-006,MichiCann,8/24/2020 13:16,8/24/2020 16:18
B-984,0831200841FL,0831200841FL,NAL16-006,Hawkshead Restaurant & Inn,8/31/2020 8:41,8/31/2020 16:19
B-985,0831201406FL,0831201406FL,NAL19-034,Revolution Farms,8/31/2020 14:06,8/31/2020 16:03
B-986,0901200856FL,0901200856FL,NAL17-088,The Glenn Store,9/1/2020 8:56,9/1/2020 16:30
B-987,0901201209FL,0901201209FL,NAL17-132,Phoenix Country Market,9/1/2020 12:09,9/1/2020 16:21
B-988,09010201306FL,09010201306FL,NAL15-040,Palisades Park Country Club,9/1/2020 13:06,9/1/2020 16:21
B-989,0901201110FL,0901201110FL,NAL15-106,True Blue Farms,9/1/2020 11:10,9/1/2020 16:21
B-990,0902200942FL,0902200942FL,NAL15-023,Accutek Home Inspections,9/2/2020 9:42,9/2/2020 16:40
B-991,0902200943FL,0902200943FL,NAL15-023,Accutek Home Inspections,9/2/2020 9:43,9/2/2020 16:40
B-992,0902201204FL,0902201204FL,NAL19-027,Meadowbrook Estates,9/2/2020 12:04,9/2/2020 16:40
B-993,0902201423FL,0902201423FL,NAL11-093,DeGrandchamp Farms,9/2/2020 14:23,9/2/2020 16:40
B-994,0902201554FL,0902201554FL,NAL15-161,Stocchiero Farms,9/2/2020 15:54,9/2/2020 16:23
B-995,0902201555FL,0902201555FL,NAL16-028,Latchaw Orchards,9/2/2020 15:55,9/2/2020 16:23
B-996,0903201038FL,0903201038FL,NAL15-023,Accutek Home Inspections,9/3/2020 10:38,9/3/2020 16:20
B-997,0903201042FL,0903201042FL,NAL18-163,Two Rivers Coalition,9/3/2020 10:42,9/3/2020 16:25
B-998,0903201426FL,0903201426FL,NAL18-044,Sister Lakes,9/3/2020 14:26,9/3/2020 16:25
B-999,0903201448FL,0903201448FL,NAL15-023,Accutek Home Inspections,9/3/2020 14:48,9/3/2020 16:25
B-1000,0903201449FL,0903201449FL,NAL15-023,Accutek Home Inspections,9/3/2020 14:49,9/3/2020 16:25
B-1001,0903201551FL,0903201551FL,NAL18-169,The Linking Center,9/3/2020 15:51,9/3/2020 16:20
B-890,0730200929FL,0730200929FL,NAL19-054,Agudath Israel,7/30/2020 9:29,7/30/2020 16:23
B-891,0730201427FL,0730201427FL,NAL15-046,"Thomas Blueberries, Inc.",7/30/2020 14:27,7/30/2020 16:18
B-892,0730201457FL,0730201457FL,NAL14-037,Cornerstone Ag,7/30/2020 14:57,7/30/2020 16:18
B-893,0730201615FL,0730201615FL,NAL16-189,Grace Apostolic Tabernacle,7/30/2020 16:15,7/30/2020 16:23
B-894,0731201125FL,0731201125FL,NAL15-023,Accutek Home Inspections,7/31/2020 11:25,7/31/2020 16:24
B-895,0731201245FL,0731201245FL,NAL16-189,Grace Apostolic Tabernacle,7/31/2020 12:45,7/31/2020 16:24
B-896,0731201453FL,0731201453FL,NAL20-146,Jericho,7/31/2020 14:53,7/31/2020 16:24
B-897,0803201312FL,0803201312FL,NAL15-040,Palisades Park Country Club,8/3/2020 13:12,8/3/2020 16:25
B-898,0803201410FL,0803201410FL,NAL16-034,Mr. Grocery,8/3/2020 14:10,8/3/2020 16:25
B-899,0803201428FL,0803201428FL,NAL20-148,Tim Brinks,8/3/2020 14:28,8/3/2020 16:25
B-900,0803201643FL,0803201643FL,NAL18-133,Lake Michigan Berry,8/3/2020 16:43,8/3/2020 17:01
B-901,0804201007FL,0804201007FL,NAL15-023,Accutek Home Inspections,8/4/2020 10:07,8/4/2020 16:00
B-902,0804201058FL,0804201058FL,NAL15-085,Stokes Homestead,8/4/2020 10:58,8/4/2020 16:00
B-903,0804201614FL,0804201614FL,NAL19-117,The Fields,8/4/2020 16:14,8/4/2020 16:20
B-904,0804201641FL,0804201641FL,NAL11-093,DeGrandchamp Farms,8/4/2020 16:41,8/4/2020 17:01
B-905,0805200935FL,0805200935FL,NAL14-041,Redlum Farms,8/5/2020 9:35,8/5/2020 16:20
B-906,0805200953FL,0805200953FL,NAL15-023,Accutek Home Inspections,8/5/2020 9:53,8/5/2020 16:00
B-907,0805200955FL,0805200955FL,NAL15-023,Accutek Home Inspections,8/5/2020 9:55,8/5/2020 16:20
B-908,0806201350FL,0806201350FL,NAL18-036,Waypost Beer,8/6/2020 13:50,8/6/2020 16:22
B-909,0806201524FL,0806201524FL,NAL15-106,True Blue Farms,8/6/2020 15:24,8/6/2020 16:22
B-910,0807200902FL,0807200902FL,NAL19-117,The Fields,8/7/2020 9:02,8/7/2020 16:20
B-911,0807201004FL,0807201004FL,NAL15-023,Accutek Home Inspections,8/7/2020 10:04,8/7/2020 16:20
B-1029,0917201141FL,0917201141FL,NAL16-154,Pizza Plus,9/17/2020 11:41,9/17/2020 16:25
B-1030,0917201345FL,0917201345FL,NAL17-215,Mike Werkema,9/17/2020 13:45,9/17/2020 16:25
B-1031,0917201459FL,0917201459FL,NAL15-148,Burnette Foods ,9/17/2020 14:59,9/17/2020 16:25
B-1032,0918201225FL,0918201225FL,NAL18-044,Sister Lakes,9/18/2020 12:25,9/18/2020 16:00
B-1033,0921201359FL,0921201359FL,NAL19-034,Revolution Farms,9/21/2020 13:59,9/22/2020 16:00
B-1034,0922201153FL,0922201153FL,NAL16-165,Pullman Bible Church,9/22/2020 11:53,9/22/2020 16:06
B-1035,0922201432FL,0922201432FL,NAL17-202,Country Fare Restaurant,9/22/2020 14:32,9/22/2020 16:06
B-1036,0922201511FL,0922201511FL,NAL20-176,Phoenix Farm Market,9/22/2020 15:11,9/22/2020 16:06
B-1037,0922201526FL,0922201526FL,NAL17-085,Glenn Development Co.,9/22/2020 15:26,9/22/2020 16:06
B-1038,0923201000FL,0923201000FL,NAL17-087,Van Buren Cass DHD,9/23/2020 10:00,9/23/2020 16:07
B-1039,0923201004FL,0923201004FL,NAL17-087,Van Buren Cass DHD,9/23/2020 10:04,9/23/2020 16:07
B-1040,0923201048FL,0923201048FL,NAL15-023,Accutek Home Inspections,9/23/2020 10:48,9/23/2020 16:07
B-1041,0923201049FL,0923201049FL,NAL15-023,Accutek Home Inspections,9/23/2020 10:49,9/23/2020 16:07
B-1042,0923201226FL,0923201226FL,NAL16-118,Saugatuck Weekends,9/23/2020 12:26,9/23/2020 16:07
B-1043,0923201306FL,0923201306FL,NAL18-061,Jack Traughber,9/23/2020 13:06,9/23/2020 16:07
B-1044,0923201609FL,0923201609FL,NAL16-026,Casco United Methodist Church,9/23/2020 16:09,9/23/2020 16:13
B-1046,0924201107FL,0924201107FL,NAL15-023,Accutek Home Inspections,9/24/2020 11:07,9/24/2020 16:00
B-1047,0924201252FL,0924201252FL,NAL16-102,What Not Inn,9/24/2020 12:52,9/24/2020 16:00
B-1048,0925201037FL,0925201037FL,NAL17-058,Maria's Lone Star Home Pub,9/25/2020 10:37,9/25/2020 13:45
B-1049,0925201115FL,0925201115FL,NAL16-189,Grace Apostolic Tabernacle,9/25/2020 11:15,9/25/2020 13:45
B-1050,0925201530FL,0925201530FL,NAL19-097,Dhillon Gas,9/25/2020 15:30,9/25/2020 17:10
B-1051,0928201046FL,0928201046FL,NAL20-179,Ilona Kajderowicz,9/28/2020 10:46,9/28/2020 15:54
B-1052,0923200913FL,0923200913FL,NAL18-111,Judd Augustynika,9/23/2020 8:13,9/23/2020 16:07
B-1053,0928201211FL,0928201211FL,NAL18-044,Sister Lakes,9/28/2020 12:11,9/28/2020 15:54
B-1054,0928201320FL,0928201320FL,NAL19-034,Revolution Farms,9/28/2020 13:20,9/28/2020 16:01
B-1055,0928201454FL,0928201454FL,NAL16-029,Miller Fruit Farm,9/28/2020 14:54,9/29/2020 16:00
B-1056,0929201006FL,0929201006FL,NAL15-023,Accutek Home Inspections,9/29/2020 10:06,9/29/2020 16:05
B-1057,0929201035FL,0929201035FL,NAL19-117,The Fields,9/29/2020 10:35,9/29/2020 16:05
B-1058,0929201356FL,0929201356FL,NAL11-049B,Lakeshore Homestead,9/29/2020 13:56,9/29/2020 16:05
B-1059,0930201110FL,0930201110FL,NAL16-189,Grace Apostolic Tabernacle,9/30/2020 11:10,9/30/2020 16:01
B-1060,0930201151FL,0930201151FL,NAL15-023,Accutek Home Inspections,9/30/2020 11:51,9/30/2020 16:01
B-1061,0930201449FL,0930201449FL,NAL20-080,Birdsong Farm,9/30/2020 14:49,9/30/2020 16:03
B-1062,1001200807FL,1001200807FL,NAL20-185,Theresa Griffin,10/1/2020 8:07,10/1/2020 16:04
B-1063,1001201113FL,1001201113FL,NAL15-023,Accutek Home Inspections,10/1/2020 11:13,10/1/2020 16:04
B-1064,1001201554FL,1001201554FL,NAL15-106,True Blue Farms,10/1/2020 15:54,10/1/2020 16:04
B-1065,1002200921FL,1002200921FL,NAL18-097,Glenn Vineyard,10/2/2020 9:21,10/2/2020 14:45
B-1066,1002201118FL,1002201118FL,NAL15-146,Lakewood Beach Co.,10/2/2020 11:18,10/2/2020 16:05
B-1067,1005201049FL,1005201049FL,NAL16-037,Linden Hills,10/5/2020 10:49,10/5/2020 16:01
B-1068,1005201100FL,1005201100FL,NAL14-126,Spring Grove Camp Ground,10/5/2020 11:00,10/5/2020 16:01
B-1069,1005201310FL,1005201310FL,NAL15-040,Palisades Park Country Club,10/5/2020 13:10,10/5/2020 16:01
B-1070,1005201629FL,1005201629FL,NAL17-064,Beeches Golf Club,10/5/2020 16:29,10/5/2020 16:33
B-1071,1006200920FL,1006200920FL,NAL19-027,Meadowbrook Estates,10/6/2020 9:20,10/7/2020 14:00
B-1072,1006201047FL,1006201047FL,NAL16-034,Mr. Grocery,10/6/2020 10:47,10/6/2020 15:55
B-1073,1006201339FL,1006201339FL,NAL19-034,Revolution Farms,10/6/2020 13:39,10/6/2020 16:00
B-1074,1007201109FL,1007201109FL,NAL16-037,Linden Hills,10/7/2020 11:09,10/7/2020 16:05
B-1075,1007201149FL,1007201149FL,NAL16-118,Saugatuck Weekends,10/7/2020 11:49,10/7/2020 16:05
B-1076,1007201150FL,1007201150FL,NAL16-118,Saugatuck Weekends,10/7/2020 11:50,10/7/2020 16:05
B-1077,1007201151FL,1007201151FL,NAL16-118,Saugatuck Weekends,10/7/2020 11:51,10/7/2020 16:05
B-1078,1007201254FL,1007201254FL,NAL19-027,Meadowbrook Estates,10/7/2020 12:54,10/7/2020 16:05
B-1079,1008200810FL,1008200810FL,NAL15-023,Accutek Home Inspections,10/8/2020 8:10,10/8/2020 14:56
B-1080,1008200811FL,1008200811FL,NAL15-023,Accutek Home Inspections,10/8/2020 8:11,10/8/2020 16:01
B-1081,1008201225FL,1008201225FL,NAL14-133,Warner Camp,10/8/2020 12:25,10/8/2020 16:01
B-1082,1008201447FL,1008201447FL,NAL20-179,Ilona Kajderowicz,10/8/2020 14:47,10/8/2020 16:01
B-1083,1012201001FL,1012201001FL,NAL16-037,Linden Hills,10/12/2020 10:01,10/12/2020 15:58
B-1084,1012201038FL,1012201038FL,NAL19-027,Meadowbrook Estates,10/12/2020 10:38,10/13/2020 14:00
B-1085,1012201618FL,1012201618FL,NAL15-085,Stokes Homestead,10/12/2020 16:18,10/12/2020 16:20
B-1086,1013201108FL,1013201108FL,NAL15-149,Kibbie Christian Reformed Church,10/13/2020 11:08,10/13/2020 16:03
B-1087,1013201137FL,1013201137FL,NAL12-001,Bronson Wellness Center-South Haven,10/13/2020 11:37,10/13/2020 16:03
B-1088,1013201141FL,1013201141FL,NAL16-118,Saugatuck Weekends,10/13/2020 11:41,10/13/2020 16:03
B-1089,1013201142FL,1013201142FL,NAL16-118,Saugatuck Weekends,10/13/2020 11:42,10/13/2020 16:03
B-1090,1013201214FL,1013201214FL,NAL18-097,Glenn Vineyard,10/13/2020 12:14,10/13/2020 16:03
B-1091,1016201150FL,1016201150FL,NAL17-046,KalHaven Out Post,10/16/2020 11:50,10/16/2020 15:50
B-1092,1016201441FL,1016201441FL,NAL15-023,Accutek Home Inspections,10/16/2020 14:41,10/16/2020 15:50
B-1093,1016201442FL,1016201442FL,NAL15-023,Accutek Home Inspections,10/16/2020 14:42,10/16/2020 15:50
B-1094,1019201307FL,1019201307FL,NAL20-193,Steve Eisen,10/19/2020 13:07,10/19/2020 16:05
B-1095,1019201547FL,1019201547FL,NAL17-046,KalHaven Out Post,10/19/2020 15:47,10/19/2020 16:05
B-1096,1020201433FL,1020201433FL,NAL19-034,Revolution Farms,10/20/2020 14:33,10/20/2020 15:59
B-1097,1020201558FL,1020201558FL,NAL16-189,Grace Apostolic Tabernacle,10/20/2020 15:58,10/20/2020 16:02
B-1098,1022200836FL,1022200836FL,NAL16-026,Casco United Methodist Church,10/22/2020 8:36,10/22/2020 16:02
B-1099,1022200840FL,1022200840FL,NAL15-023,Accutek Home Inspections,10/22/2020 8:40,10/22/2020 16:02
B-1100,1022201250FL,1022201250FL,NAL18-036,Waypost Beer,10/22/2020 12:50,10/22/2020 16:02
B-1263,0224211438FL,0224211438FL,NAL17-202,Country Fare Restaurant,2/24/2021 14:38,2/24/2021 15:56
B-1264,0224211448FL,0224211448FL,NAL15-148,Burnette Foods ,2/24/2021 14:48,2/24/2021 15:56
B-1265,0224211449FL,0224211449FL,NAL18-045,Blinker's Restaurant,2/24/2021 14:49,2/24/2021 15:56
B-1577,0607210822FL,0607210822FL,NAL15-023,Accutek Home Inspections,6/7/2021 8:22,6/7/2021 16:35
B-1578,0607211258FL,0607211258FL,NAL12-072,Blue Star Farms,6/7/2021 12:58,6/7/2021 16:50
B-1579,0607211310FL,0607211310FL,NAL21-122,North Shore Blueberries,6/7/2021 13:10,6/7/2021 16:50
B-1580,0607211340FL,0607211340FL,NAL11-049B,Lakeshore Homestead,6/7/2021 13:40,6/7/2021 16:35
B-1581,0607211341FL,0607211341FL,NAL11-049B,Lakeshore Homestead,6/7/2021 13:41,6/7/2021 16:35
B-1582,0607211422FL,0607211422FL,NAL14-037,Cornerstone Ag,6/7/2021 14:22,6/7/2021 16:50
B-1583,0607211502FL,0607211502FL,NAL15-056,Guardian Home Inspections,6/7/2021 15:02,6/7/2021 16:35
B-1584,0607211540FL,0607211540FL,NAL11-049A,Hamlin Farms,6/7/2021 15:40,6/7/2021 16:50
B-1585,0607211546FL,0607211546FL,NAL11-049A,Hamlin Farms,6/7/2021 15:46,6/7/2021 16:50
B-1586,0607211549FL,0607211549FL,NAL18-133,Lake Michigan Berry,6/7/2021 15:49,6/7/2021 16:50
B-1587,0607211643FL,0607211643FL,NAL19-027,Meadowbrook Estates,6/7/2021 16:43,6/7/2021 16:35
B-1588,0608210843FL,0608210843FL,NAL15-040,Palisades Park Country Club,6/8/2021 8:43,6/8/2021 17:10
B-1589,0608210916FL,0608210916FL,NAL21-123,City Of Saguatuck,6/8/2021 9:16,6/9/2021 9:00
B-1261,0223211006FL,0223211006FL,NAL15-023,Accutek Home Inspections,2/23/2021 10:06,2/23/2021 16:01
B-1262,0223211609FL,0223211609FL,NAL19-198,Fluresh,2/23/2021 16:09,2/23/2021 16:18
B-195,0926191333FL,0926191333FL,NAL17-046,KalHaven Out Post,9/26/2019 13:33,9/26/2019 16:50
B-231,1010191423FL,1010191423FL,NAL18-169,The Linking Center,10/10/2019 14:23,10/10/2019 16:45
B-1487,0517211044FL,0517211044FL,NAL19-096,Janet Osberg,5/17/2021 10:44,5/17/2021 16:09
B-1488,0517211130FL,0517211130FL,NAL13-104,"New Day Berry Farms, LLC",5/17/2021 11:30,5/17/2021 16:17
B-1489,0517211300FL,0517211300FL,NAL15-095,Russell Hodgman Blueberries,5/17/2021 13:00,5/17/2021 16:09
B-1490,0517211405FL,0517211405FL,NAL15-023,Accutek Home Inspections,5/17/2021 14:05,5/17/2021 16:09
B-1491,0517210859FL,0517210859FL,NAL17-002,Phenova - NewAge Labs,5/17/2021 8:59,5/17/2021 16:17
B-1492,0518210933FL,0518210933FL,NAL14-031,Spice Bush Creek Farm,5/18/2021 9:33,5/18/2021 16:05
B-1493,0518211021FL,0518211021FL,NAL14-031,Spice Bush Creek Farm,5/18/2021 10:21,5/18/2021 10:30
B-1494,0518211110FL,0518211110FL,NAL14-046,"Harris Blueberries, LLC",5/18/2021 11:10,5/18/2021 16:20
B-1495,0518211227FL,0518211227FL,NAL18-044,Sister Lakes,5/18/2021 12:27,5/18/2021 16:05
B-1496,0518211257FL,0518211257FL,NAL13-104,"New Day Berry Farms, LLC",5/18/2021 12:57,5/18/2021 16:05
B-1497,0518211503FL,0518211503FL,NAL19-096,Janet Osberg,5/18/2021 15:03,5/18/2021 16:05
B-1498,0519210851FL,0519210851FL,NAL14-099,Vanderkolk Blueberries,5/19/2021 8:51,5/19/2021 16:07
B-1499,0519211044FL,0519211044FL,NAL15-023,Accutek Home Inspections,5/19/2021 10:44,5/19/2021 16:07
B-1500,0519211045FL,0519211045FL,NAL15-023,Accutek Home Inspections,5/19/2021 10:45,5/19/2021 16:07
B-1501,0519211122FL,0519211122FL,NAL15-168,First Congregational Church,5/19/2021 11:22,5/19/2021 16:07
B-1502,0519211129FL,0519211129FL,NAL21-098,John Schneider,5/19/2021 11:29,5/19/2021 16:07
B-1503,0519211350FL,0519211350FL,NAL14-044,Goin's Blueberry Lane,5/19/2021 13:50,5/19/2021 16:07
B-1504,0519211510FL,0519211510FL,NAL14-037,Cornerstone Ag,5/19/2021 15:10,5/19/2021 16:07
B-1505,0520211044FL,0520211044FL,NAL17-083,Better Way Farms,5/20/2021 10:44,5/20/2021 16:17
B-1506,0520211109FL,0520211109FL,NAL11-041,Ross Stein Fruit Farm,5/20/2021 11:09,5/20/2021 16:17
B-1507,0520211126FL,0520211126FL,NAL11-041,Ross Stein Fruit Farm,5/20/2021 11:26,5/21/2021 9:30
B-1508,0520211401FL,0520211401FL,NAL14-046,"Harris Blueberries, LLC",5/20/2021 14:01,5/20/2021 16:17
B-1509,0521210803FL,0521210803FL,NAL15-023,Accutek Home Inspections,5/21/2021 8:03,5/21/2021 15:58
B-1510,0521210804FL,0521210804FL,NAL15-023,Accutek Home Inspections,5/21/2021 8:04,5/21/2021 15:58
B-1511,0521211024FL,0521211024FL,NAL16-026,Casco United Methodist Church,5/21/2021 10:24,5/21/2021 15:58
B-1512,0521211211FL,0521211211FL,NAL20-064,Linford Smith,5/21/2021 12:11,5/21/2021 16:02
B-1513,0524211023FL,0524211023FL,NAL14-045,Sunshine Blueberry Farms,5/24/2021 10:23,5/24/2021 16:19
B-1514,0524211037FL,0524211037FL,NAL18-197,Allegan Con. Dist,5/24/2021 10:37,5/24/2021 16:10
B-1515,0524211134FL,0524211134FL,NAL12-001,Bronson Wellness Center-South Haven,5/24/2021 11:34,5/24/2021 16:10
B-1516,0524211142FL,0524211142FL,NAL14-099,Vanderkolk Blueberries,5/24/2021 11:42,5/24/2021 16:10
B-1517,0524211307FL,0524211307FL,NAL16-118,Saugatuck Weekends,5/24/2021 13:07,5/24/2021 16:10
B-1518,0524211403FL,0524211403FL,NAL19-034,Revolution Farms,5/24/2021 14:03,5/24/2021 16:19
B-1519,0524211406FL,0524211406FL,NAL19-034,Revolution Farms,5/24/2021 14:06,5/24/2021 16:10
B-1520,0524211630FL,0524211630FL,NAL11-041,Ross Stein Fruit Farm,5/24/2021 16:30,5/24/2021 16:34
B-1521,0525211256FL,0525211256FL,NAL16-075,Blueberry Ranch LLC,5/25/2021 12:56,5/25/2021 16:43
B-524,0427200816FL,0427200816FL,NAL14-071,Stanislawski Blueberries,4/27/2020 8:16,4/27/2020 16:23
B-525,0428200948FL,0428200948FL,NAL15-023,Accutek Home Inspections,4/28/2020 9:48,4/29/2020 16:40
B-526,0428201502FL,0428201502FL,NAL11-093,DeGrandchamp Farms,4/28/2020 15:02,4/29/2020 16:40
B-527,0430201113FL,0430201113FL,NAL14-078,Nutrien Agriculture - Bangor,4/30/2020 11:13,4/30/2020 16:19
B-528,0430201115FL,0430201115FL,NAL14-079,Leo Leyva,4/30/2020 11:15,4/30/2020 16:19
B-529,0429200928FL,0429200928FL,NAL16-067,Overton Farms,4/29/2020 9:28,4/29/2020 16:27
B-530,0423201144FL,0423201144FL,NAL17-002,Phenova - NewAge Labs,4/23/2020 11:44,4/23/2020 16:32
B-531,0429201428FL,0429201428FL,NAL11-093,DeGrandchamp Farms,4/29/2020 14:28,4/29/2020 16:27
B-532,0429200947FL,0429200947FL,NAL15-023,Accutek Home Inspections,4/29/2020 9:47,4/29/2020 16:27
